2018-12-29 11:58:05[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: oracle.jdbc.driver.OracleDriver
2018-12-30 23:28:16[platform] INFO [pool-2-thread-1] XmlBeanDefinitionReader.loadBeanDefinitions(317) | Loading XML bean definitions from class path resource [org/springframework/jdbc/support/sql-error-codes.xml]
2018-12-30 23:28:16[platform] INFO [pool-2-thread-1] SQLErrorCodesFactory.<init>(126) | SQLErrorCodes loaded: [DB2, Derby, H2, HSQL, Informix, MS-SQL, MySQL, Oracle, PostgreSQL, Sybase, Hana]
2018-12-30 23:28:16[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-2} inited
2018-12-30 23:28:16[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-3} inited
2018-12-30 23:28:16[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | 序列化后的字节大小  : 3427
2018-12-30 23:28:17[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [开始同步..] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master
2018-12-31 10:49:18[platform] INFO [main] LoggerUtils.info(18) | sync.data.source.loader.model 加载成功
2018-12-31 10:49:18[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 10:49:19[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 10:49:19[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 10:49:19[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 10:49:19[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 10:49:19[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 10:49:19[platform] INFO [main] DruidDataSource.init(947) | {dataSource-1} inited
2018-12-31 10:49:19[platform] INFO [main] LoggerUtils.info(18) | version_check 表已经存在!Table 'version_check' already exists
2018-12-31 10:49:19[platform] INFO [main] LoggerUtils.info(18) | step_store 表已经存在!Table 'step_store' already exists
2018-12-31 10:49:20[platform] INFO [pool-2-thread-1] XmlBeanDefinitionReader.loadBeanDefinitions(317) | Loading XML bean definitions from class path resource [org/springframework/jdbc/support/sql-error-codes.xml]
2018-12-31 10:49:20[platform] INFO [pool-2-thread-1] SQLErrorCodesFactory.<init>(126) | SQLErrorCodes loaded: [DB2, Derby, H2, HSQL, Informix, MS-SQL, MySQL, Oracle, PostgreSQL, Sybase, Hana]
2018-12-31 10:49:20[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-2} inited
2018-12-31 10:49:20[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-3} inited
2018-12-31 10:49:20[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | 序列化后的字节大小  : 3427
2018-12-31 10:49:20[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [开始同步..] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master
2018-12-31 10:50:42[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [同步结束] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master
2018-12-31 10:52:19[platform] INFO [main] LoggerUtils.info(18) | sync.data.source.loader.model 加载成功
2018-12-31 10:52:19[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 10:52:20[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 10:52:20[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 10:52:20[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 10:52:20[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 10:52:20[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 10:52:20[platform] INFO [main] DruidDataSource.init(947) | {dataSource-1} inited
2018-12-31 10:52:20[platform] INFO [main] LoggerUtils.info(18) | version_check 表已经存在!Table 'version_check' already exists
2018-12-31 10:52:20[platform] INFO [main] LoggerUtils.info(18) | step_store 表已经存在!Table 'step_store' already exists
2018-12-31 10:52:21[platform] INFO [pool-2-thread-1] XmlBeanDefinitionReader.loadBeanDefinitions(317) | Loading XML bean definitions from class path resource [org/springframework/jdbc/support/sql-error-codes.xml]
2018-12-31 10:52:21[platform] INFO [pool-2-thread-1] SQLErrorCodesFactory.<init>(126) | SQLErrorCodes loaded: [DB2, Derby, H2, HSQL, Informix, MS-SQL, MySQL, Oracle, PostgreSQL, Sybase, Hana]
2018-12-31 10:52:21[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-2} inited
2018-12-31 10:52:21[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-3} inited
2018-12-31 10:52:21[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | 序列化后的字节大小  : 3427
2018-12-31 10:52:21[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [开始同步..] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master
2018-12-31 10:52:55[platform] INFO [main] LoggerUtils.info(18) | sync.data.source.loader.model 加载成功
2018-12-31 10:52:55[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 10:52:55[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 10:52:55[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 10:52:55[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 10:52:55[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 10:52:55[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 10:52:56[platform] INFO [main] DruidDataSource.init(947) | {dataSource-1} inited
2018-12-31 10:52:56[platform] INFO [main] LoggerUtils.info(18) | version_check 表已经存在!Table 'version_check' already exists
2018-12-31 10:52:56[platform] INFO [main] LoggerUtils.info(18) | step_store 表已经存在!Table 'step_store' already exists
2018-12-31 10:52:56[platform] INFO [pool-2-thread-1] XmlBeanDefinitionReader.loadBeanDefinitions(317) | Loading XML bean definitions from class path resource [org/springframework/jdbc/support/sql-error-codes.xml]
2018-12-31 10:52:56[platform] INFO [pool-2-thread-1] SQLErrorCodesFactory.<init>(126) | SQLErrorCodes loaded: [DB2, Derby, H2, HSQL, Informix, MS-SQL, MySQL, Oracle, PostgreSQL, Sybase, Hana]
2018-12-31 10:52:56[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-2} inited
2018-12-31 10:52:56[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-3} inited
2018-12-31 10:52:57[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | 序列化后的字节大小  : 3427
2018-12-31 10:52:57[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [开始同步..] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master
2018-12-31 10:56:12[platform] INFO [main] LoggerUtils.info(18) | sync.data.source.loader.model 加载成功
2018-12-31 10:56:12[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 10:56:12[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 10:56:12[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 10:56:12[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 10:56:12[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 10:56:12[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 10:56:16[platform] INFO [main] DruidDataSource.init(947) | {dataSource-1} inited
2018-12-31 10:56:16[platform] INFO [main] LoggerUtils.info(18) | version_check 表已经存在!Table 'version_check' already exists
2018-12-31 10:56:16[platform] INFO [main] LoggerUtils.info(18) | step_store 表已经存在!Table 'step_store' already exists
2018-12-31 10:56:16[platform] INFO [pool-2-thread-1] XmlBeanDefinitionReader.loadBeanDefinitions(317) | Loading XML bean definitions from class path resource [org/springframework/jdbc/support/sql-error-codes.xml]
2018-12-31 10:56:16[platform] INFO [pool-2-thread-1] SQLErrorCodesFactory.<init>(126) | SQLErrorCodes loaded: [DB2, Derby, H2, HSQL, Informix, MS-SQL, MySQL, Oracle, PostgreSQL, Sybase, Hana]
2018-12-31 10:56:17[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-2} inited
2018-12-31 10:56:17[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-3} inited
2018-12-31 10:56:17[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | 序列化后的字节大小  : 3427
2018-12-31 10:56:17[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [开始同步..] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master
2018-12-31 10:58:23[platform] INFO [main] LoggerUtils.info(18) | sync.data.source.loader.model 加载成功
2018-12-31 10:58:23[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 10:58:24[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 10:58:24[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 10:58:24[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 10:58:24[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 10:58:24[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 10:58:25[platform] INFO [main] DruidDataSource.init(947) | {dataSource-1} inited
2018-12-31 10:58:25[platform] INFO [main] LoggerUtils.info(18) | version_check 表已经存在!Table 'version_check' already exists
2018-12-31 10:58:25[platform] INFO [main] LoggerUtils.info(18) | step_store 表已经存在!Table 'step_store' already exists
2018-12-31 10:58:25[platform] INFO [pool-2-thread-1] XmlBeanDefinitionReader.loadBeanDefinitions(317) | Loading XML bean definitions from class path resource [org/springframework/jdbc/support/sql-error-codes.xml]
2018-12-31 10:58:25[platform] INFO [pool-2-thread-1] SQLErrorCodesFactory.<init>(126) | SQLErrorCodes loaded: [DB2, Derby, H2, HSQL, Informix, MS-SQL, MySQL, Oracle, PostgreSQL, Sybase, Hana]
2018-12-31 10:58:25[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-2} inited
2018-12-31 10:58:25[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-3} inited
2018-12-31 10:58:25[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | 序列化后的字节大小  : 3448
2018-12-31 10:58:26[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [开始同步..] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master
2018-12-31 11:02:03[platform] INFO [main] LoggerUtils.info(18) | sync.data.source.loader.model 加载成功
2018-12-31 11:02:03[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 11:02:04[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:02:04[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 11:02:04[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:02:04[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 11:02:04[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:02:04[platform] INFO [main] DruidDataSource.init(947) | {dataSource-1} inited
2018-12-31 11:02:04[platform] INFO [main] LoggerUtils.info(18) | version_check 表已经存在!Table 'version_check' already exists
2018-12-31 11:02:04[platform] INFO [main] LoggerUtils.info(18) | step_store 表已经存在!Table 'step_store' already exists
2018-12-31 11:02:05[platform] INFO [pool-2-thread-1] XmlBeanDefinitionReader.loadBeanDefinitions(317) | Loading XML bean definitions from class path resource [org/springframework/jdbc/support/sql-error-codes.xml]
2018-12-31 11:02:05[platform] INFO [pool-2-thread-1] SQLErrorCodesFactory.<init>(126) | SQLErrorCodes loaded: [DB2, Derby, H2, HSQL, Informix, MS-SQL, MySQL, Oracle, PostgreSQL, Sybase, Hana]
2018-12-31 11:02:05[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-2} inited
2018-12-31 11:02:05[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-3} inited
2018-12-31 11:02:05[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | 序列化后的字节大小  : 3448
2018-12-31 11:02:05[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [开始同步..] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master
2018-12-31 11:02:06[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [同步结束] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master
2018-12-31 11:02:30[platform] INFO [main] LoggerUtils.info(18) | sync.data.source.loader.model 加载成功
2018-12-31 11:02:30[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 11:02:30[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:02:30[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 11:02:30[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:02:30[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 11:02:30[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:02:31[platform] INFO [main] DruidDataSource.init(947) | {dataSource-1} inited
2018-12-31 11:02:31[platform] INFO [main] LoggerUtils.info(18) | version_check 表已经存在!Table 'version_check' already exists
2018-12-31 11:02:31[platform] INFO [main] LoggerUtils.info(18) | step_store 表已经存在!Table 'step_store' already exists
2018-12-31 11:02:31[platform] INFO [pool-2-thread-1] XmlBeanDefinitionReader.loadBeanDefinitions(317) | Loading XML bean definitions from class path resource [org/springframework/jdbc/support/sql-error-codes.xml]
2018-12-31 11:02:31[platform] INFO [pool-2-thread-1] SQLErrorCodesFactory.<init>(126) | SQLErrorCodes loaded: [DB2, Derby, H2, HSQL, Informix, MS-SQL, MySQL, Oracle, PostgreSQL, Sybase, Hana]
2018-12-31 11:02:31[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-2} inited
2018-12-31 11:02:31[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-3} inited
2018-12-31 11:02:31[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | 序列化后的字节大小  : 3448
2018-12-31 11:02:32[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [开始同步..] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master
2018-12-31 11:04:41[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [同步结束] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master
2018-12-31 11:04:47[platform] INFO [main] LoggerUtils.info(18) | sync.data.source.loader.model 加载成功
2018-12-31 11:04:47[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 11:04:47[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:04:47[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 11:04:47[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:04:47[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 11:04:47[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:04:47[platform] INFO [main] DruidDataSource.init(947) | {dataSource-1} inited
2018-12-31 11:04:47[platform] INFO [main] LoggerUtils.info(18) | version_check 表已经存在!Table 'version_check' already exists
2018-12-31 11:04:47[platform] INFO [main] LoggerUtils.info(18) | step_store 表已经存在!Table 'step_store' already exists
2018-12-31 11:04:48[platform] INFO [pool-2-thread-1] XmlBeanDefinitionReader.loadBeanDefinitions(317) | Loading XML bean definitions from class path resource [org/springframework/jdbc/support/sql-error-codes.xml]
2018-12-31 11:04:48[platform] INFO [pool-2-thread-1] SQLErrorCodesFactory.<init>(126) | SQLErrorCodes loaded: [DB2, Derby, H2, HSQL, Informix, MS-SQL, MySQL, Oracle, PostgreSQL, Sybase, Hana]
2018-12-31 11:04:48[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-2} inited
2018-12-31 11:04:48[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-3} inited
2018-12-31 11:04:48[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | 序列化后的字节大小  : 3448
2018-12-31 11:04:48[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [开始同步..] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master
2018-12-31 11:07:55[platform] INFO [main] LoggerUtils.info(18) | sync.data.source.loader.model 加载成功
2018-12-31 11:07:55[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 11:07:55[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:07:55[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 11:07:55[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:07:55[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 11:07:55[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:07:56[platform] INFO [main] DruidDataSource.init(947) | {dataSource-1} inited
2018-12-31 11:07:56[platform] INFO [main] LoggerUtils.info(18) | version_check 表已经存在!Table 'version_check' already exists
2018-12-31 11:07:56[platform] INFO [main] LoggerUtils.info(18) | step_store 表已经存在!Table 'step_store' already exists
2018-12-31 11:07:56[platform] INFO [pool-2-thread-1] XmlBeanDefinitionReader.loadBeanDefinitions(317) | Loading XML bean definitions from class path resource [org/springframework/jdbc/support/sql-error-codes.xml]
2018-12-31 11:07:56[platform] INFO [pool-2-thread-1] SQLErrorCodesFactory.<init>(126) | SQLErrorCodes loaded: [DB2, Derby, H2, HSQL, Informix, MS-SQL, MySQL, Oracle, PostgreSQL, Sybase, Hana]
2018-12-31 11:07:56[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-2} inited
2018-12-31 11:07:57[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-3} inited
2018-12-31 11:07:57[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | 序列化后的字节大小  : 3448
2018-12-31 11:07:57[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [开始同步..] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master
2018-12-31 11:07:57[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [同步结束] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master
2018-12-31 11:08:22[platform] INFO [main] LoggerUtils.info(18) | sync.data.source.loader.model 加载成功
2018-12-31 11:08:22[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 11:08:22[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:08:22[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 11:08:22[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:08:22[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 11:08:22[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:08:23[platform] INFO [main] DruidDataSource.init(947) | {dataSource-1} inited
2018-12-31 11:08:23[platform] INFO [main] LoggerUtils.info(18) | version_check 表已经存在!Table 'version_check' already exists
2018-12-31 11:08:23[platform] INFO [main] LoggerUtils.info(18) | step_store 表已经存在!Table 'step_store' already exists
2018-12-31 11:08:23[platform] INFO [pool-2-thread-1] XmlBeanDefinitionReader.loadBeanDefinitions(317) | Loading XML bean definitions from class path resource [org/springframework/jdbc/support/sql-error-codes.xml]
2018-12-31 11:08:23[platform] INFO [pool-2-thread-1] SQLErrorCodesFactory.<init>(126) | SQLErrorCodes loaded: [DB2, Derby, H2, HSQL, Informix, MS-SQL, MySQL, Oracle, PostgreSQL, Sybase, Hana]
2018-12-31 11:08:24[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-2} inited
2018-12-31 11:08:24[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-3} inited
2018-12-31 11:08:24[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | 序列化后的字节大小  : 3448
2018-12-31 11:08:24[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [开始同步..] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master
2018-12-31 11:08:25[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [同步结束] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master
2018-12-31 11:08:37[platform] INFO [main] LoggerUtils.info(18) | sync.data.source.loader.model 加载成功
2018-12-31 11:08:37[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
